priority,category,person_id,name,our_dob,candidate_qids,first_candidate_url
1,verify-dob-single-search,person-788bd06f1a05,Quản Minh Cường,1969-06-26,Q118250026,https://www.wikidata.org/wiki/Q118250026
1,verify-dob-single-pool,person-4c1ff8c27b40,Thái Thị An Chung,1973-11-10,Q10825772,https://www.wikidata.org/wiki/Q10825772
1,verify-dob-single-search,person-4a3ddb8aad38,Thạch Phước Bình,1978-09-28,Q30922023,https://www.wikidata.org/wiki/Q30922023
1,verify-dob-single-search,person-2823b78fbb4d,Triệu Thế Hùng,1971-08-14,Q47506322,https://www.wikidata.org/wiki/Q47506322
1,verify-dob-single-search,person-21adf6dfdae4,Triệu Thị Huyền,1992-03-23,Q24959158,https://www.wikidata.org/wiki/Q24959158
1,verify-dob-single-pool,person-853a9729d9fa,Trương Thị Mai,1958-01-23,Q10828738,https://www.wikidata.org/wiki/Q10828738
1,verify-dob-single-search,person-733804d6dfce,Trần Chí Cường,1973-02-15,Q107432648,https://www.wikidata.org/wiki/Q107432648
1,verify-dob-single-search,person-2dac281d7f91,Trần Công Phàn,1960-07-13,Q49055020,https://www.wikidata.org/wiki/Q49055020
1,verify-dob-single-search,person-a72d99c1bd97,Trần Cẩm Tú,1961-08-25,Q10829281,https://www.wikidata.org/wiki/Q10829281
1,verify-dob-single-pool,person-1b90489a6deb,Trần Hoàng Ngân,1964-10-26,Q10829301,https://www.wikidata.org/wiki/Q10829301
1,verify-dob-single-search,person-31e392692acf,Trần Hồng Minh,1967-11-04,Q20026217,https://www.wikidata.org/wiki/Q20026217
1,verify-dob-single-search,person-605a0ba8e9f2,Trần Hồng Nguyên,1969-05-26,Q30921901,https://www.wikidata.org/wiki/Q30921901
1,verify-dob-single-pool,person-ee511487450b,Trần Hữu Hậu,1960-10-09,Q10829332,https://www.wikidata.org/wiki/Q10829332
1,verify-dob-single-search,person-126db4673878,Trần Kim Yến,1969-08-03,Q30921328,https://www.wikidata.org/wiki/Q30921328
1,verify-dob-single-search,person-679600f8fca9,Trần Ngọc Khánh,1964-11-14,Q30920689,https://www.wikidata.org/wiki/Q30920689
1,verify-dob-single-search,person-a61c274a07ef,Trần Nhật Minh,1970-04-09,Q124713979,https://www.wikidata.org/wiki/Q124713979
1,verify-dob-single-search,person-0a56281267cf,Trần Quang Phương,1961-05-06,Q24956399,https://www.wikidata.org/wiki/Q24956399
1,verify-dob-single-search,person-1275f43f332f,Trần Quốc Nam,1971-12-27,Q107265355,https://www.wikidata.org/wiki/Q107265355
1,verify-dob-single-pool,person-95e30304160b,Trần Thị Diệu Thúy,1977-03-08,Q10829504,https://www.wikidata.org/wiki/Q10829504
1,verify-dob-single-search,person-921f745fbf4e,Trần Thị Quỳnh,1993-01-23,Q10829525,https://www.wikidata.org/wiki/Q10829525
1,verify-dob-single-search,person-d345c73ad148,Trần Thị Thu Hằng,1982-03-11,Q89728678,https://www.wikidata.org/wiki/Q89728678
1,verify-dob-single-search,person-701e3f237fdc,Trần Việt Anh,1975-10-22,Q116825814,https://www.wikidata.org/wiki/Q116825814
1,verify-dob-single-pool,person-862733b50268,Trần Văn Thức,1969-12-20,Q10829626,https://www.wikidata.org/wiki/Q10829626
1,verify-dob-single-pool,person-a9276db99138,Trần Văn Tuấn,1970-06-03,Q10829633,https://www.wikidata.org/wiki/Q10829633
1,verify-dob-single-search,person-36b3e5b29275,Trần Đình Chung,1967-08-25,Q109452118,https://www.wikidata.org/wiki/Q109452118
1,verify-dob-single-search,person-26f1dccddc65,Tô Thị Bích Châu,1969-06-01,Q30921323,https://www.wikidata.org/wiki/Q30921323
1,verify-dob-single-pool,person-4fa6ed1c93ce,Tô Văn Tám,1963-10-10,Q10831212,https://www.wikidata.org/wiki/Q10831212
1,verify-dob-single-search,person-34c6f959b688,Tô Ái Vang,1975-05-29,Q47506365,https://www.wikidata.org/wiki/Q47506365
1,verify-dob-single-search,person-a7688fad5657,U Huấn,1980-01-22,Q109672424,https://www.wikidata.org/wiki/Q109672424
1,verify-dob-single-search,person-0a53a1ce07e3,Văn Thị Bạch Tuyết,1976-06-16,Q30921330,https://www.wikidata.org/wiki/Q30921330
1,verify-dob-single-search,person-e5591eed1e7d,Vũ Hải Hà,1969-03-01,Q30921776,https://www.wikidata.org/wiki/Q30921776
1,verify-dob-single-search,person-ee81bf561362,Vũ Hải Quân,1974-08-01,Q109440061,https://www.wikidata.org/wiki/Q109440061
1,verify-dob-single-search,person-72fb61a58093,Vũ Hồng Thanh,1962-04-19,Q30921400,https://www.wikidata.org/wiki/Q30921400
1,verify-dob-single-search,person-0ab7c2f57c50,Vũ Hồng Văn,1976-02-03,Q109439518,https://www.wikidata.org/wiki/Q109439518
1,verify-dob-single-search,person-7eccd5f3fd77,Vũ Thanh Chương,1968-05-09,Q86012870,https://www.wikidata.org/wiki/Q86012870
1,verify-dob-single-search,person-7debdf1a07c0,Vũ Thị Lưu Mai,1972-08-22,Q30921502,https://www.wikidata.org/wiki/Q30921502
1,verify-dob-single-search,person-7c0146724b06,Vũ Xuân Hùng,1967-05-06,Q30921677,https://www.wikidata.org/wiki/Q30921677
1,verify-dob-single-pool,person-18ffe7a6e7bd,Vương Đình Huệ,1957-03-15,Q2595973,https://www.wikidata.org/wiki/Q2595973
1,verify-dob-single-search,person-93dd006a6990,Y Thanh Hà Niê Kđăm,1973-12-23,Q65172375,https://www.wikidata.org/wiki/Q65172375
1,verify-dob-single-search,person-19238f03a8f5,Y Vinh Tơr,1976-08-16,Q109679197,https://www.wikidata.org/wiki/Q109679197
1,verify-dob-single-pool,person-9e31421f44a9,Đinh Công Sỹ,1979-11-25,Q10840090,https://www.wikidata.org/wiki/Q10840090
1,verify-dob-single-search,person-313764e52a82,Điểu Huỳnh Sang,1980-12-25,Q30921892,https://www.wikidata.org/wiki/Q30921892
1,verify-dob-single-search,person-59b7154e702a,Đoàn Thị Hảo,1966-12-28,Q30921730,https://www.wikidata.org/wiki/Q30921730
1,verify-dob-single-search,person-f6e3aa8c6759,Đoàn Thị Thanh Mai,1971-11-13,Q47506301,https://www.wikidata.org/wiki/Q47506301
1,verify-dob-single-search,person-a59f6ce101d3,Đào Chí Nghĩa,1982-06-12,Q118251030,https://www.wikidata.org/wiki/Q118251030
1,verify-dob-single-search,person-b3ee2fbef5fa,Đào Hồng Lan,1971-07-23,Q49081097,https://www.wikidata.org/wiki/Q49081097
1,verify-dob-single-search,person-6363c4cb1daf,Đặng Thuần Phong,1964-07-08,Q30921582,https://www.wikidata.org/wiki/Q30921582
1,verify-dob-single-search,person-8ae901d0aa57,Đặng Xuân Phương,1974-11-25,Q30922070,https://www.wikidata.org/wiki/Q30922070
1,verify-dob-single-search,person-cc0b845b9f86,Đỗ Mạnh Hiến,1969-11-10,Q109743824,https://www.wikidata.org/wiki/Q109743824
1,verify-dob-single-search,person-b4d2b1b37b56,Đỗ Ngọc Thịnh,1960-01-10,Q30921928,https://www.wikidata.org/wiki/Q30921928
1,verify-dob-single-search,person-82ffb7e63ca8,Đỗ Quang Thành,1965-10-19,Q30921906,https://www.wikidata.org/wiki/Q30921906
1,verify-dob-single-search,person-ff956b428900,Đỗ Thanh Bình,1967-03-15,Q97162445,https://www.wikidata.org/wiki/Q97162445
1,verify-dob-single-search,person-e90cd319b5d8,Đỗ Thị Lan,1967-11-17,Q47506364,https://www.wikidata.org/wiki/Q47506364
1,verify-dob-single-search,person-89e40afa2844,Đỗ Thị Thu Hằng,1971-06-07,Q30921772,https://www.wikidata.org/wiki/Q30921772
1,verify-dob-single-search,person-233c00693447,Đỗ Tiến Sỹ,1965-11-02,Q24957814,https://www.wikidata.org/wiki/Q24957814
1,verify-dob-single-search,person-4ca19919eca7,Đỗ Văn Yên,1968-07-10,Q118251176,https://www.wikidata.org/wiki/Q118251176
1,verify-dob-single-search,person-10c498d8f713,Đỗ Đức Duy,1970-05-20,Q30921991,https://www.wikidata.org/wiki/Q30921991
1,verify-dob-single-search,person-8ce51438b513,Đỗ Đức Hồng Hà,1969-08-30,Q30921480,https://www.wikidata.org/wiki/Q30921480
2,disambiguate-multi,person-0e57ac001720,Dương Ngọc Hải,1967-02-03,Q30923886 Q16542659,https://www.wikidata.org/wiki/Q30923886
2,disambiguate-multi,person-1bf388729db4,Dương Văn An,1971-02-15,Q5315885 Q30924063,https://www.wikidata.org/wiki/Q5315885
2,disambiguate-multi,person-aa25178cac85,Dương Văn Thái,1970-07-22,Q86006845 Q86006843,https://www.wikidata.org/wiki/Q86006845
2,disambiguate-multi,person-a698afae2ce1,Hoàng Văn Cường,1963-01-01,Q10771217 Q30923901,https://www.wikidata.org/wiki/Q10771217
2,disambiguate-multi,person-46097f5692b8,Lê Anh Tuấn,1976-02-23,Q30924004 Q10787563 Q139386669,https://www.wikidata.org/wiki/Q30924004
2,disambiguate-multi,person-ac315242661a,Lê Hoài Trung,1961-04-27,Q10787630 Q132529172,https://www.wikidata.org/wiki/Q10787630
2,disambiguate-multi,person-1a343eb1ce11,Lê Quang Tùng,1971-10-30,Q47506391 Q6507551,https://www.wikidata.org/wiki/Q47506391
2,disambiguate-multi,person-5ef4be00680f,Lê Quang Đạo,1971-03-23,Q6507548 Q98132926,https://www.wikidata.org/wiki/Q6507548
2,disambiguate-multi,person-3d04eca733e4,Lê Quân,1974-08-13,Q30921476 Q90725181,https://www.wikidata.org/wiki/Q30921476
2,disambiguate-multi,person-ea5d2c902f1d,Nguyễn Quốc Hùng,1969-04-19,Q136339545 Q10799443 Q30921477 Q136449747,https://www.wikidata.org/wiki/Q136339545
2,disambiguate-multi,person-448e76826a18,Nguyễn Hữu Chính,1963-11-07,Q10799155 Q30923976 Q6672778,https://www.wikidata.org/wiki/Q10799155
2,disambiguate-multi,person-bc57fd7e2f7c,Nguyễn Hữu Toàn,1968-10-30,Q47506313 Q124310174,https://www.wikidata.org/wiki/Q47506313
2,disambiguate-multi,person-099b38e0f0bd,Nguyễn Kim Tuyến,1977-12-10,Q10800612 Q30922047,https://www.wikidata.org/wiki/Q10800612
2,disambiguate-multi,person-e6137a0cdf14,Nguyễn Minh Hoàng,1960-05-16,Q10799277 Q30923954,https://www.wikidata.org/wiki/Q10799277
2,disambiguate-multi,person-160d71982db5,Nguyễn Minh Quang,1969-06-29,Q10799285 Q10799286,https://www.wikidata.org/wiki/Q10799285
2,disambiguate-multi,person-26d8b03c9ccd,Nguyễn Minh Đức,1969-07-19,Q10527507 Q30923952 Q20025980 Q100542645 Q94518618 Q96640356,https://www.wikidata.org/wiki/Q10527507
2,disambiguate-multi,person-e3c8b79d7bac,Nguyễn Mạnh Cường,1967-01-14,Q10799294 Q30923937 Q124719303 Q135103116 Q80826490,https://www.wikidata.org/wiki/Q10799294
2,disambiguate-multi,person-e9b50fe5ea9c,Nguyễn Phú Cường,1967-06-19,Q27793240 Q24957809,https://www.wikidata.org/wiki/Q27793240
2,disambiguate-multi,person-2b941bc5e2c0,Nguyễn Thành Công,1984-07-10,Q47506333 Q124397381,https://www.wikidata.org/wiki/Q47506333
2,disambiguate-multi,person-484b0cc80246,Nguyễn Thị Hà,1990-12-29,Q30921995 Q61128775 Q140010067,https://www.wikidata.org/wiki/Q30921995
